id	name	name_ascii
11173	Gumaca	Gumaca
11174	Çınar	Cinar
11175	Mineral’nyye Vody	Mineral'nyye Vody
11176	Kara-Balta	Kara-Balta
11177	Hilton Head Island	Hilton Head Island
11178	Sundsvall	Sundsvall
11179	Union City	Union City
11180	Ouro Prêto	Ouro Preto
11181	Yelabuga	Yelabuga
11182	San Ramón de la Nueva Orán	San Ramon de la Nueva Oran
11183	Troitsk	Troitsk
11184	Konin	Konin
11185	Owensboro	Owensboro
11186	Jackson	Jackson
11187	San Martín	San Martin
11188	Kairāna	Kairana
11189	Jaen	Jaen
11190	Majadahonda	Majadahonda
11191	Riberalta	Riberalta
11192	Oriximiná	Oriximina
11193	Arnsberg	Arnsberg
11194	Prince George	Prince George
11195	Kostiantynivka	Kostiantynivka
11196	Ceará-Mirim	Ceara-Mirim
11197	Ixmiquilpan	Ixmiquilpan
11198	Ubay	Ubay
11199	Pavia	Pavia
11200	Yurihonjō	Yurihonjo
11201	Yegoryevsk	Yegoryevsk
11202	Kasama	Kasama
11203	Lambunao	Lambunao
11204	Bawku	Bawku
11205	Ragusa	Ragusa
11206	Chaigoubu	Chaigoubu
11207	Tagoloan	Tagoloan
11208	Siuna	Siuna
11209	Tākestān	Takestan
11210	Linares	Linares
11211	Shrewsbury	Shrewsbury
11212	Cleveland	Cleveland
11213	Wausau	Wausau
11214	Quillota	Quillota
11215	Ostrowiec Świętokrzyski	Ostrowiec Swietokrzyski
11216	El Hamma	El Hamma
11217	Umingan	Umingan
11218	Molina de Segura	Molina de Segura
11219	Anniston	Anniston
11220	Lanxi	Lanxi
11221	Brakpan	Brakpan
11222	Zhuolu	Zhuolu
11223	Mangatarem	Mangatarem
11224	Kirovo-Chepetsk	Kirovo-Chepetsk
11225	Apple Valley	Apple Valley
11226	Lüdenscheid	Ludenscheid
11227	Vinhedo	Vinhedo
11228	Landshut	Landshut
11229	San Juan Chamelco	San Juan Chamelco
11230	Shibukawa	Shibukawa
11231	Sault Ste. Marie	Sault Ste. Marie
11232	Calauag	Calauag
11233	Nepālgañj	Nepalganj
11234	Mansfield	Mansfield
11235	Narra	Narra
11236	Tatvan	Tatvan
11237	Cuamba	Cuamba
11238	Farroupilha	Farroupilha
11239	Tokār	Tokar
11240	Shakargarh	Shakargarh
11241	Tan-Tan	Tan-Tan
11242	Wenping	Wenping
11243	Chapayevsk	Chapayevsk
11244	Santa Rosa de Cabal	Santa Rosa de Cabal
11245	Moa	Moa
11246	Ōtawara	Otawara
11247	Cremona	Cremona
11248	Itapira	Itapira
11249	Baghlān	Baghlan
11250	Kalamáta	Kalamata
11251	Sambrial	Sambrial
11252	Vsevolozhsk	Vsevolozhsk
11253	Montepuez	Montepuez
11254	San Vicente del Caguán	San Vicente del Caguan
11255	Keshan	Keshan
11256	Belovo	Belovo
11257	Schaumburg	Schaumburg
11258	Xiangjiaba	Xiangjiaba
11259	Pocatello	Pocatello
11260	Pacatuba	Pacatuba
11261	Crateús	Crateus
11262	Woodbury	Woodbury
11263	Ede	Ede
11264	Aracati	Aracati
11265	Argao	Argao
11266	Sotik	Sotik
11267	Southfield	Southfield
11268	Yafran	Yafran
11269	Ellicott City	Ellicott City
11270	Paterna	Paterna
11271	Dale City	Dale City
11272	Maple Grove	Maple Grove
11273	Penafiel	Penafiel
11274	Pittsburg	Pittsburg
11275	Concepción del Uruguay	Concepcion del Uruguay
11276	Belo Jardim	Belo Jardim
11277	Morgantown	Morgantown
11278	Brandenburg	Brandenburg
11279	Mansfield	Mansfield
11280	Hammond	Hammond
11281	Dothan	Dothan
11282	Harrisonburg	Harrisonburg
11283	Wenatchee	Wenatchee
11284	Goya	Goya
11285	Waukesha	Waukesha
11286	Rio do Sul	Rio do Sul
11287	Benidorm	Benidorm
11288	Tagaytay	Tagaytay
11289	Bongabong	Bongabong
11290	Ishioka	Ishioka
11291	Casa Nova	Casa Nova
11292	Colón	Colon
11293	Tibati	Tibati
11294	Alicia	Alicia
11295	Coffs Harbour	Coffs Harbour
11296	Santa Isabel do Pará	Santa Isabel do Para
11297	Redmond	Redmond
11298	Kawm Umbū	Kawm Umbu
11299	Bouaflé	Bouafle
11300	Talakag	Talakag
11301	Florida	Florida
11302	Izmail	Izmail
11303	Bocholt	Bocholt
11304	Carpi	Carpi
11305	Aschaffenburg	Aschaffenburg
11306	Lisburn	Lisburn
11307	Quartu Sant’Elena	Quartu Sant'Elena
11308	Sarnia	Sarnia
11309	Keighley	Keighley
11310	Wood Buffalo	Wood Buffalo
11311	Mérignac	Merignac
11312	Sumter	Sumter
11313	Redlands	Redlands
11314	Bāpatla	Bapatla
11315	Saint-Nazaire	Saint-Nazaire
11316	Daphne	Daphne
11317	Mārkāpur	Markapur
11318	Mount Vernon	Mount Vernon
11319	Villa Tunari	Villa Tunari
11320	Shujaabad	Shujaabad
11321	Catanauan	Catanauan
11322	Malaut	Malaut
11323	Verkhnyaya Pyshma	Verkhnyaya Pyshma
11324	Placetas	Placetas
11325	Gibara	Gibara
11326	Yinying	Yinying
11327	Cabudare	Cabudare
11328	Entebbe	Entebbe
11329	Baiquan	Baiquan
11330	Weston	Weston
11331	Bundaberg	Bundaberg
11332	Corozal	Corozal
11333	Indaial	Indaial
11334	St. Charles	St. Charles
11335	Djemmal	Djemmal
11336	Pan’an	Pan'an
11337	Gaspar	Gaspar
11338	Cherry Hill	Cherry Hill
11339	Rittō	Ritto
11340	Badvel	Badvel
11341	Hujra Shah Muqim	Hujra Shah Muqim
11342	Châteauguay	Chateauguay
11343	Novomoskovsk	Novomoskovsk
11344	Kladno	Kladno
11345	Zenica	Zenica
11346	Janesville	Janesville
11347	Kabirwala	Kabirwala
11348	Manaoag	Manaoag
11349	Loulé	Loule
11350	Sherman	Sherman
11351	Altamura	Altamura
11352	North Richland Hills	North Richland Hills
11353	Chekhov	Chekhov
11354	Campo Bom	Campo Bom
11355	Reconquista	Reconquista
11356	Būr Fu’ād	Bur Fu'ad
11357	São Sebastião do Paraíso	Sao Sebastiao do Paraiso
11358	Kovel	Kovel
11359	Broomfield	Broomfield
11360	Guzhou	Guzhou
11361	Zhanggu	Zhanggu
11362	Rongcheng	Rongcheng
11363	Tupi	Tupi
11364	Imola	Imola
11365	Smila	Smila
11366	Sipalay	Sipalay
11367	El Paso de Robles	El Paso de Robles
11368	Bristol	Bristol
11369	Rosetta	Rosetta
11370	Casas Adobes	Casas Adobes
11371	Walnut Creek	Walnut Creek
11372	Hato Mayor	Hato Mayor
11373	Villa del Rosario	Villa del Rosario
11374	Sosúa	Sosua
11375	Colmar	Colmar
11376	Phú Quốc	Phu Quoc
11377	Baras	Baras
11378	Qo‘ng‘irot Shahri	Qo`ng`irot Shahri
11379	Az Zubaydīyah	Az Zubaydiyah
11380	Oshnavīyeh	Oshnaviyeh
11381	Jorhāt	Jorhat
11382	Pozorrubio	Pozorrubio
11383	Saldanha	Saldanha
11384	Fanzhuang	Fanzhuang
11385	Shangchuankou	Shangchuankou
11386	Celle	Celle
11387	Kempten	Kempten
11388	Isnā	Isna
11389	Qingquan	Qingquan
11390	Jarabacoa	Jarabacoa
11391	Hasselt	Hasselt
11392	Poinciana	Poinciana
11393	Garzón	Garzon
11394	Santa Rosa	Santa Rosa
11395	Russas	Russas
11396	Glen Burnie	Glen Burnie
11397	Bula	Bula
11398	San Juan de los Lagos	San Juan de los Lagos
11399	Solok	Solok
11400	Uwajima	Uwajima
11401	Massa	Massa
11402	Mansehra	Mansehra
11403	Suwałki	Suwalki
11404	Bamban	Bamban
11405	Villanueva y Geltrú	Villanueva y Geltru
11406	Lehi	Lehi
11407	Yitiaoshan	Yitiaoshan
11408	Estância	Estancia
11409	Dumangas	Dumangas
11410	Paragominas	Paragominas
11411	Sanlúcar de Barrameda	Sanlucar de Barrameda
11412	Gniezno	Gniezno
11413	Saint-Jérôme	Saint-Jerome
11414	Bom Jesus da Lapa	Bom Jesus da Lapa
11415	Homestead	Homestead
11416	West Bend	West Bend
11417	Escada	Escada
11418	Bacacay	Bacacay
11419	Delray Beach	Delray Beach
11420	Ongjang	Ongjang
11421	Sheboygan	Sheboygan
11422	Chisec	Chisec
11423	Aqsū	Aqsu
11424	Planeta Rica	Planeta Rica
11425	Nova Kakhovka	Nova Kakhovka
11426	Korba	Korba
11427	Bafia	Bafia
11428	Ko Samui	Ko Samui
11429	Lake Elsinore	Lake Elsinore
11430	Infanta	Infanta
11431	Liuhe	Liuhe
11432	Fulda	Fulda
11433	Kamsar	Kamsar
11434	Huishi	Huishi
11435	Daytona Beach	Daytona Beach
11436	Necoclí	Necocli
11437	Yanghe	Yanghe
11438	Minusinsk	Minusinsk
11439	Mocuba	Mocuba
11440	Araranguá	Ararangua
11441	Cosenza	Cosenza
11442	Purísima de Bustos	Purisima de Bustos
11443	Los Lunas	Los Lunas
11444	Mocuba	Mocuba
11445	Sosnovyy Bor	Sosnovyy Bor
11446	Dinslaken	Dinslaken
11447	Chulucanas	Chulucanas
11448	Aalen	Aalen
11449	Say’ūn	Say'un
11450	Sousa	Sousa
11451	Al Aḩmadī	Al Ahmadi
11452	Głogów	Glogow
11453	Wum	Wum
11454	Lima	Lima
11455	Mococa	Mococa
11456	Decatur	Decatur
11457	Rocklin	Rocklin
11458	Carles	Carles
11459	Kati	Kati
11460	Limay	Limay
11461	Rogers	Rogers
11462	Zapotlanejo	Zapotlanejo
11463	Doboj	Doboj
11464	Hihyā	Hihya
11465	Drummondville	Drummondville
11466	Stafford	Stafford
11467	Lippstadt	Lippstadt
11468	Castle Rock	Castle Rock
11469	Otukpo	Otukpo
11470	Maţrūḩ	Matruh
11471	Ash Shiḩr	Ash Shihr
11472	Chengjiao Chengguanzhen	Chengjiao Chengguanzhen
11473	Tuymazy	Tuymazy
11474	Türkmenbaşy	Turkmenbasy
11475	Lodja	Lodja
11476	Fernandópolis	Fernandopolis
11477	Lala Musa	Lala Musa
11478	Oas	Oas
11479	Lala	Lala
11480	Conceição do Coité	Conceicao do Coite
11481	Xinhua	Xinhua
11482	Hanover	Hanover
11483	Bossier City	Bossier City
11484	Dubuque	Dubuque
11485	Przemyśl	Przemysl
11486	Rockville	Rockville
11487	Victoria	Victoria
11488	Siasi	Siasi
11489	Saratoga Springs	Saratoga Springs
11490	Wanzhuang	Wanzhuang
11491	Érd	Erd
11492	Miagao	Miagao
11493	Kstovo	Kstovo
11494	Viterbo	Viterbo
11495	Orani	Orani
11496	Dalaguete	Dalaguete
11497	Trapani	Trapani
11498	Tepotzotlán	Tepotzotlan
11499	Tzaneen	Tzaneen
11500	Ames	Ames
11501	Zanhuang	Zanhuang
11502	West Des Moines	West Des Moines
11503	Comonfort	Comonfort
11504	Tumauini	Tumauini
11505	Ban Suan	Ban Suan
11506	Tinambac	Tinambac
11507	İslahiye	Islahiye
11508	Embu-Guaçu	Embu-Guacu
11509	Bugallon	Bugallon
11510	Sagunto	Sagunto
11511	Yuquan	Yuquan
11512	Yorba Linda	Yorba Linda
11513	Kashima	Kashima
11514	Santa Catarina Otzolotepec	Santa Catarina Otzolotepec
11515	Bergen op Zoom	Bergen op Zoom
11516	Binalbagan	Binalbagan
11517	Manaure	Manaure
11518	Casper	Casper
11519	Saint John	Saint John
11520	Lushar	Lushar
11521	Hashima	Hashima
11522	Soio	Soio
11523	Balingasag	Balingasag
11524	Palatine	Palatine
11525	Corvallis	Corvallis
11526	Herford	Herford
11527	Talibon	Talibon
11528	Camalig	Camalig
11529	Oktyabrskiy	Oktyabrskiy
11530	Ankeny	Ankeny
11531	Koratla	Koratla
11532	Sa’ada	Sa'ada
11533	Weiyuan	Weiyuan
11534	San Pedro Sacatepéquez	San Pedro Sacatepequez
11535	Rowlett	Rowlett
11536	Kissidougou	Kissidougou
11537	Guangping	Guangping
11538	Lakeville	Lakeville
11539	Yachimata	Yachimata
11540	Caicó	Caico
11541	Tejen	Tejen
11542	Pelileo	Pelileo
11543	Cawayan	Cawayan
11544	Don Carlos	Don Carlos
11545	Cosmópolis	Cosmopolis
11546	San Fernando	San Fernando
11547	Moita	Moita
11548	Alpharetta	Alpharetta
11549	Rio Negro	Rio Negro
11550	Bagumbayan	Bagumbayan
11551	Aflao	Aflao
11552	Longview	Longview
11553	Vidnoye	Vidnoye
11554	Güines	Guines
11555	Pigcawayan	Pigcawayan
11556	DeKalb	DeKalb
11557	Pabianice	Pabianice
11558	Petaluma	Petaluma
11559	Pulivendla	Pulivendla
11560	Kerpen	Kerpen
11561	Hīt	Hit
11562	San Pascual	San Pascual
11563	Las Heras	Las Heras
11564	Belogorsk	Belogorsk
11565	Saiki	Saiki
11566	Huinan	Huinan
11567	Rüsselsheim	Russelsheim
11568	Pinamungahan	Pinamungahan
11569	Ishim	Ishim
11570	Caledon	Caledon
11571	Gukovo	Gukovo
11572	Indang	Indang
11573	P’yŏngsan	P'yongsan
11574	Urla	Urla
11575	Brookes Point	Brookes Point
11576	Kalush	Kalush
11577	Stupino	Stupino
11578	Huquan	Huquan
11579	Laguna Niguel	Laguna Niguel
11580	Eagan	Eagan
11581	Ferrol	Ferrol
11582	Slavyansk-na-Kubani	Slavyansk-na-Kubani
11583	Ilo	Ilo
11584	Kenner	Kenner
11585	Itaberaba	Itaberaba
11586	Esperanza	Esperanza
11587	Hermosa	Hermosa
11588	Kungur	Kungur
11589	Lençóis Paulista	Lencois Paulista
11590	Sodo	Sodo
11591	Oberá	Obera
11592	União dos Palmares	Uniao dos Palmares
11593	Sindelfingen	Sindelfingen
11594	Bay City	Bay City
11595	Most	Most
11596	Seraing	Seraing
11597	Venâncio Aires	Venancio Aires
11598	San Francisco El Alto	San Francisco El Alto
11599	Xibang	Xibang
11600	Lahat	Lahat
11601	Armūr	Armur
11602	Menzel Temime	Menzel Temime
11603	North Little Rock	North Little Rock
11604	Sammamish	Sammamish
11605	Martil	Martil
11606	Santo Tomé	Santo Tome
11607	Aparri	Aparri
11608	Montenegro	Montenegro
11609	Weimar	Weimar
11610	Lupon	Lupon
11611	Shawnee	Shawnee
11612	Jupiter	Jupiter
11613	Old Bridge	Old Bridge
11614	Ina	Ina
11615	Tupã	Tupa
11616	Doral	Doral
11617	Pililla	Pililla
11618	San Leonardo	San Leonardo
11619	Zarechnyy	Zarechnyy
11620	Carbondale	Carbondale
11621	Daule	Daule
11622	Juventino Rosas	Juventino Rosas
11623	Blaine	Blaine
11624	Bordj Menaïel	Bordj Menaiel
11625	St. Albert	St. Albert
11626	Pavlovskiy Posad	Pavlovskiy Posad
11627	Weirton	Weirton
11628	Plauen	Plauen
11629	Franklin	Franklin
11630	Castillejos	Castillejos
11631	Tulare	Tulare
11632	Leszno	Leszno
11633	Bourges	Bourges
11634	Icó	Ico
11635	Beloretsk	Beloretsk
11636	Jaisalmer	Jaisalmer
11637	Valence	Valence
11638	Borås	Boras
11639	Pessac	Pessac
11640	Ishimbay	Ishimbay
11641	Roxas	Roxas
11642	Korosten	Korosten
11643	Wellington	Wellington
11644	Pflugerville	Pflugerville
11645	Birnin Konni	Birnin Konni
11646	Palo Alto	Palo Alto
11647	Cuyapo	Cuyapo
11648	Middletown	Middletown
11649	Neuwied	Neuwied
11650	Zeist	Zeist
11651	Torquay	Torquay
11652	Bhairāhawā	Bhairahawa
11653	Ḩalabjah	Halabjah
11654	Chunian	Chunian
11655	Mecheria	Mecheria
11656	Marinilla	Marinilla
11657	Great Falls	Great Falls
11658	Esquipulas	Esquipulas
11659	Sipocot	Sipocot
11660	Dormagen	Dormagen
11661	Caripito	Caripito
11662	Michigan City	Michigan City
11663	Pokrovsk	Pokrovsk
11664	Santa Catarina Pinula	Santa Catarina Pinula
11665	San Mateo	San Mateo
11666	Svyetlahorsk	Svyetlahorsk
11667	Rosenheim	Rosenheim
11668	Bucak	Bucak
11669	Hornchurch	Hornchurch
11670	Donskoy	Donskoy
11671	Tādepalle	Tadepalle
11672	La Carlota	La Carlota
11673	Agoo	Agoo
11674	Eden Prairie	Eden Prairie
11675	Port Orange	Port Orange
11676	Neubrandenburg	Neubrandenburg
11677	Dublin	Dublin
11678	Gadwāl	Gadwal
11679	Rafḩā	Rafha
11680	Grand Forks	Grand Forks
11681	Santo Domingo Tehuantepec	Santo Domingo Tehuantepec
11682	Binga	Binga
11683	Alamada	Alamada
11684	Noblesville	Noblesville
11685	Chokwé	Chokwe
11686	Jatani	Jatani
11687	Cruz das Almas	Cruz das Almas
11688	Rahat	Rahat
11689	Rizal	Rizal
11690	Apaseo el Alto	Apaseo el Alto
11691	Qinggang	Qinggang
11692	La Paz	La Paz
11693	San Felipe	San Felipe
11694	Vittoria	Vittoria
11695	San Clemente	San Clemente
11696	Santiago Tianguistenco	Santiago Tianguistenco
11697	Brentwood	Brentwood
11698	Carmichael	Carmichael
11699	Lingshou	Lingshou
11700	Bongabon	Bongabon
11701	Ouricuri	Ouricuri
11702	Irún	Irun
11703	Pomezia	Pomezia
11704	Sittingbourne	Sittingbourne
11705	Ciénaga de Oro	Cienaga de Oro
11706	Ghardimaou	Ghardimaou
11707	Crotone	Crotone
11708	Sandefjord	Sandefjord
11709	Victoria	Victoria
11710	Bamei	Bamei
11711	Janiuay	Janiuay
11712	Zvornik	Zvornik
11713	Aliaga	Aliaga
11714	Grevenbroich	Grevenbroich
11715	Asbest	Asbest
11716	Póvoa de Varzim	Povoa de Varzim
11717	Penedo	Penedo
11718	Bandar-e Genāveh	Bandar-e Genaveh
11719	Eastvale	Eastvale
11720	Tuburan	Tuburan
11721	Nawá	Nawa
11722	Kangbao	Kangbao
11723	Benevides	Benevides
11724	At Tall	At Tall
11725	Chapel Hill	Chapel Hill
11726	Tomé-Açu	Tome-Acu
11727	Rosales	Rosales
11728	Rocky Mount	Rocky Mount
11729	Lugano	Lugano
11730	Haverhill	Haverhill
11731	Asahi	Asahi
11732	Mauban	Mauban
11733	Māhdāsht	Mahdasht
11734	San José de Bocay	San Jose de Bocay
11735	Gaya	Gaya
11736	Vigevano	Vigevano
11737	Klintsy	Klintsy
11738	Nagcarlan	Nagcarlan
11739	Woking	Woking
11740	Zarand	Zarand
11741	Kurihara	Kurihara
11742	Beloit	Beloit
11743	Hilongos	Hilongos
11744	Quimper	Quimper
11745	Nankana Sahib	Nankana Sahib
11746	Velika Gorica	Velika Gorica
11747	Gloucester	Gloucester
11748	Guiglo	Guiglo
11749	Atimonan	Atimonan
11750	Chincha Alta	Chincha Alta
11751	Palmares	Palmares
11752	Goa	Goa
11753	Bay	Bay
11754	San Juan de Sabinas	San Juan de Sabinas
11755	Wenxicun	Wenxicun
11756	Budënnovsk	Budennovsk
11757	Glens Falls	Glens Falls
11758	Graaff-Reinet	Graaff-Reinet
11759	Aïn Sefra	Ain Sefra
11760	Saravia	Saravia
11761	Tigbauan	Tigbauan
11762	Herten	Herten
11763	Granby	Granby
11764	Carrara	Carrara
11765	Shiroi	Shiroi
11766	Tangub	Tangub
11767	Nago	Nago
11768	Roeselare	Roeselare
11769	Chełm	Chelm
11770	Santo Antônio do Descoberto	Santo Antonio do Descoberto
11771	Lutayan	Lutayan
11772	Medicine Hat	Medicine Hat
11773	Fairbanks	Fairbanks
11774	Volsk	Volsk
11775	Springfield	Springfield
11776	Bethesda	Bethesda
11777	Rhondda	Rhondda
11778	Novaya Balakhna	Novaya Balakhna
11779	Grande Prairie	Grande Prairie
11780	Villasis	Villasis
11781	Oudtshoorn	Oudtshoorn
11782	Johnstown	Johnstown
11783	Bannu	Bannu
11784	Kapatagan	Kapatagan
11785	Łomża	Lomza
11786	Puerto Asís	Puerto Asis
11787	Igarapé-Miri	Igarape-Miri
11788	West Hartford	West Hartford
11789	Çaldıran	Caldiran
11790	Balboa Heights	Balboa Heights
11791	Kasongo	Kasongo
11792	Dundalk	Dundalk
11793	Castro Valley	Castro Valley
11794	Coon Rapids	Coon Rapids
11795	Elmira	Elmira
11796	Palmela	Palmela
11797	Portel	Portel
11798	Yurimaguas	Yurimaguas
11799	Deva	Deva
11800	Mankato	Mankato
11801	Nkawkaw	Nkawkaw
11802	Albany	Albany
11803	Mut	Mut
11804	Cruz Alta	Cruz Alta
11805	Rossosh	Rossosh
11806	Palín	Palin
11807	Camaquã	Camaqua
11808	Kolomyia	Kolomyia
11809	Cajicá	Cajica
11810	Margate	Margate
11811	Revda	Revda
11812	Borisoglebsk	Borisoglebsk
11813	Kotlas	Kotlas
11814	Encinitas	Encinitas
11815	Montélimar	Montelimar
11816	Runcorn	Runcorn
11817	Zelenogorsk	Zelenogorsk
11818	Leander	Leander
11819	Shangtangcun	Shangtangcun
11820	Mobārakeh	Mobarakeh
11821	Greenwich	Greenwich
11822	Leninogorsk	Leninogorsk
11823	Wels	Wels
11824	Parkersburg	Parkersburg
11825	Kayes	Kayes
11826	Tendō	Tendo
11827	Villa Carlos Paz	Villa Carlos Paz
11828	Waltham	Waltham
11829	Isabela	Isabela
11830	Menzel Bourguiba	Menzel Bourguiba
11831	Patikul	Patikul
11832	Caltanissetta	Caltanissetta
11833	Tanjungpandan	Tanjungpandan
11834	Tefé	Tefe
11835	Riosucio	Riosucio
11836	Tarnowskie Góry	Tarnowskie Gory
11837	Parang	Parang
11838	Morecambe	Morecambe
11839	Boryspil	Boryspil
11840	Port Charlotte	Port Charlotte
11841	Tuapse	Tuapse
11842	Xinzhai	Xinzhai
11843	Palm Harbor	Palm Harbor
11844	Ocoyoacac	Ocoyoacac
11845	Dajabón	Dajabon
11846	San Luis Obispo	San Luis Obispo
11847	Figueira da Foz	Figueira da Foz
11848	Senahú	Senahu
11849	Nahualá	Nahuala
11850	Meihua	Meihua
11851	Benevento	Benevento
11852	Bergheim	Bergheim
11853	Sebring	Sebring
11854	Chistopol	Chistopol
11855	Panzos	Panzos
11856	Itoman	Itoman
11857	Puerto Peñasco	Puerto Penasco
11858	Council Bluffs	Council Bluffs
11859	São Gabriel	Sao Gabriel
11860	Penápolis	Penapolis
11861	Itapecuru Mirim	Itapecuru Mirim
11862	Ipirá	Ipira
11863	Roxas	Roxas
11864	Naro-Fominsk	Naro-Fominsk
11865	Hamilton	Hamilton
11866	Asker	Asker
11867	Viareggio	Viareggio
11868	Ferkessédougou	Ferkessedougou
11869	Moore	Moore
11870	Zaraza	Zaraza
11871	San Francisco	San Francisco
11872	Casa Grande	Casa Grande
11873	Lantapan	Lantapan
11874	Monessen	Monessen
11875	San Antonio del Táchira	San Antonio del Tachira
11876	Mielec	Mielec
11877	Polevskoy	Polevskoy
11878	Plato	Plato
11879	Sätbayev	Satbayev
11880	Piripiri	Piripiri
11881	Sarandí	Sarandi
11882	Derik	Derik
11883	Heroica Caborca	Heroica Caborca
11884	Opol	Opol
11885	Ar Rastan	Ar Rastan
11886	Aisai	Aisai
11887	Santo Amaro	Santo Amaro
11888	Tuao	Tuao
11889	Carepa	Carepa
11890	Lysva	Lysva
11891	Viseu	Viseu
11892	Tríkala	Trikala
11893	Coroatá	Coroata
11894	Buenavista	Buenavista
11895	Fairfield	Fairfield
11896	Friedrichshafen	Friedrichshafen
11897	Xinmin	Xinmin
11898	Schwäbisch Gmünd	Schwabisch Gmund
11899	Rubizhne	Rubizhne
11900	St. Thomas	St. Thomas
11901	Aurora	Aurora
11902	Sibay	Sibay
11903	Sawahlunto	Sawahlunto
11904	Laoang	Laoang
11905	Airdrie	Airdrie
11906	Wanparti	Wanparti
11907	Guapimirim	Guapimirim
11908	Iztapa	Iztapa
11909	Uzunköprü	Uzunkopru
11910	Cajazeiras	Cajazeiras
11911	Rome	Rome
11912	Garbsen	Garbsen
11913	Fano	Fano
11914	Millcreek	Millcreek
11915	Sanford	Sanford
11916	Slutsk	Slutsk
11917	Zamora	Zamora
11918	Caràzinho	Carazinho
11919	Vacaria	Vacaria
11920	Hürth	Hurth
11921	Mayagüez	Mayaguez
11922	Burnsville	Burnsville
11923	Acaraú	Acarau
11924	Montauban	Montauban
11925	Kiamba	Kiamba
11926	Candon	Candon
11927	Morristown	Morristown
11928	Halton Hills	Halton Hills
11929	Reston	Reston
11930	Barra do Garças	Barra do Garcas
11931	Idiofa	Idiofa
11932	Sŏnbong	Sonbong
11933	Skhirate	Skhirate
11934	Quezon	Quezon
11935	Lakewood	Lakewood
11936	Nahariyya	Nahariyya
11937	Acerra	Acerra
11938	Bezerros	Bezerros
11939	Yongyang	Yongyang
11940	Hamden	Hamden
11941	Spring	Spring
11942	Stralsund	Stralsund
11943	Gadsden	Gadsden
11944	Chalkída	Chalkida
11945	Taylor	Taylor
11946	Novi	Novi
11947	Marietta	Marietta
11948	Villamaría	Villamaria
11949	Montemorelos	Montemorelos
11950	Wesel	Wesel
11951	Tartagal	Tartagal
11952	Bansalan	Bansalan
11953	Shihe	Shihe
11954	Hot Springs	Hot Springs
11955	Koga	Koga
11956	Dongcun	Dongcun
11957	Bełchatów	Belchatow
11958	Druzhkivka	Druzhkivka
11959	Soasio	Soasio
11960	Santa Barbara	Santa Barbara
11961	Batatais	Batatais
11962	Autlán de Navarro	Autlan de Navarro
11963	Calinog	Calinog
11964	Savona	Savona
11965	Sibalom	Sibalom
11966	Woodland	Woodland
11967	Kavála	Kavala
11968	Matera	Matera
11969	Greifswald	Greifswald
11970	Kumertau	Kumertau
11971	Rzhev	Rzhev
11972	Molfetta	Molfetta
11973	Ponnūru	Ponnuru
11974	Yongbei	Yongbei
11975	Belladère	Belladere
11976	San Vicente del Raspeig	San Vicente del Raspeig
11977	Mossel Bay	Mossel Bay
11978	Bensalem	Bensalem
11979	Olbia	Olbia
11980	Xo‘jayli Shahri	Xo`jayli Shahri
11981	Offenburg	Offenburg
11982	Sayanogorsk	Sayanogorsk
11983	Bor	Bor
11984	Lakhdaria	Lakhdaria
11985	Langenfeld	Langenfeld
11986	Commerce City	Commerce City
11987	Obando	Obando
11988	Belebey	Belebey
11989	Manhiça	Manhica
11990	Cristalina	Cristalina
11991	Labinsk	Labinsk
11992	Shimotsuke	Shimotsuke
11993	Lianzhuang	Lianzhuang
11994	South Hill	South Hill
11995	Urus-Martan	Urus-Martan
11996	Tecpán Guatemala	Tecpan Guatemala
11997	Suifenhe	Suifenhe
11998	Kapchagay	Kapchagay
11999	Vinukonda	Vinukonda
12000	San Marcos	San Marcos
12001	Angat	Angat
12002	Frutal	Frutal
12003	Lagoa Santa	Lagoa Santa
12004	Plymouth	Plymouth
12005	Kribi	Kribi
12006	Chajarí	Chajari
12007	Maués	Maues
12008	Gubat	Gubat
12009	Limoeiro do Norte	Limoeiro do Norte
12010	Girardota	Girardota
12011	Itogon	Itogon
12012	Bristol	Bristol
12013	Solano	Solano
12014	Porirua	Porirua
12015	Jose Pañganiban	Jose Panganiban
12016	Columbus	Columbus
12017	Asenovgrad	Asenovgrad
12018	Hardenberg	Hardenberg
12019	Shuya	Shuya
12020	Jacundá	Jacunda
12021	Huajiang	Huajiang
12022	Comitancillo	Comitancillo
12023	Sibulan	Sibulan
12024	Uriangato	Uriangato
12025	Alcoy	Alcoy
12026	Huehuetoca	Huehuetoca
12027	Bangor	Bangor
12028	Lesosibirsk	Lesosibirsk
12029	Zhoujiajing	Zhoujiajing
12030	Jōsō	Joso
12031	São Miguel do Guamá	Sao Miguel do Guama
12032	Tezpur	Tezpur
12033	Morong	Morong
12034	Abuyog	Abuyog
12035	Saint-Hyacinthe	Saint-Hyacinthe
12036	Narasapur	Narasapur
12037	Maasin	Maasin
12038	Pasrur	Pasrur
12039	Niort	Niort
12040	Agrigento	Agrigento
12041	Nordre Fåle	Nordre Fale
12042	Chibuto	Chibuto
12043	Prokhladnyy	Prokhladnyy
12044	Cambanugoy	Cambanugoy
12045	Yara	Yara
12046	Esfarāyen	Esfarayen
12047	Sayaxché	Sayaxche
12048	Morón	Moron
12049	Greenwood	Greenwood
12050	Los Andes	Los Andes
12051	Lucas do Rio Verde	Lucas do Rio Verde
12052	Paracale	Paracale
